name,home,away,statisticsType,valueType,homeValue,awayValue,key,Categoría,homeTotal,awayTotal,event_id
Pérdidas de posesión,13,14,negative,event,13.0,14.0,dispossessed,Duelos,,,11972881
Duelos en el suelo,43/154 (28%),64/165 (39%),positive,team,43.0,64.0,groundDuelsPercentage,Duelos,154.0,165.0,11972881
Duelos aéreos,30/55 (55%),24/60 (40%),positive,team,30.0,24.0,aerialDuelsPercentage,Duelos,55.0,60.0,11972881
Regates,21/33 (64%),20/28 (71%),positive,team,21.0,20.0,dribblesPercentage,Duelos,33.0,28.0,11972881
Entradas totales,3,4,positive,event,3.0,4.0,totalTackle,Defensa,,,11972881
Intercepciones,16,15,positive,event,16.0,15.0,interceptionWon,Defensa,,,11972881
Despejes,22,23,positive,event,22.0,23.0,totalClearance,Defensa,,,11972881
Errores seguidos por remate,7,1,negative,event,7.0,1.0,errorsLeadToShot,Defensa,,,11972881
Salvadas totales,0,0,positive,event,0.0,0.0,goalkeeperSaves,Arquero,,,11972881
Centros descolgados,1,1,positive,event,1.0,1.0,highClaims,Arquero,,,11972881
Saques de arco,9,6,positive,event,9.0,6.0,goalKicks,Arquero,,,11972881
Posesión,57%,43%,positive,event,57.0,43.0,ballPossession,General,,,11972888
Goles esperados,1.04,0.28,positive,event,1.04,0.28,expectedGoals,General,,,11972888
Remates totales,14,8,positive,event,14.0,8.0,totalShotsOnGoal,General,,,11972888
Atajadas,1,7,positive,event,1.0,7.0,goalkeeperSaves,General,,,11972888
Córners,5,2,positive,event,5.0,2.0,cornerKicks,General,,,11972888
Faltas,12,12,negative,event,12.0,12.0,fouls,General,,,11972888
Pases,441,269,positive,event,441.0,269.0,passes,General,,,11972888
Entradas,2,7,positive,event,2.0,7.0,totalTackle,General,,,11972888
Tiros libre,3,3,positive,event,3.0,3.0,freeKicks,General,,,11972888
Tarjetas amarillas,3,2,negative,event,3.0,2.0,yellowCards,General,,,11972888
Tarjetas rojas,0,0,negative,event,0.0,0.0,redCards,General,,,11972888
Remates totales,14,8,positive,event,14.0,8.0,totalShotsOnGoal,Remates,,,11972888
Remates al arco,7,2,positive,event,7.0,2.0,shotsOnGoal,Remates,,,11972888
Palo,0,0,negative,event,0.0,0.0,hitWoodwork,Remates,,,11972888
Remates fuera,4,5,negative,event,4.0,5.0,shotsOffGoal,Remates,,,11972888
Remates bloqueados,3,1,negative,event,3.0,1.0,blockedScoringAttempt,Remates,,,11972888
Remates dentro del área,10,1,positive,event,10.0,1.0,totalShotsInsideBox,Remates,,,11972888
Remates fuera del área,4,7,positive,event,4.0,7.0,totalShotsOutsideBox,Remates,,,11972888
Pases en profundidad,1,1,positive,event,1.0,1.0,accurateThroughBall,Ataques,,,11972888
Toques en el área penal,11,6,positive,event,11.0,6.0,touchesInOppBox,Ataques,,,11972888
Fuera de juego,3,9,negative,event,3.0,9.0,offsides,Ataques,,,11972888
Pases precisos,331,177,positive,event,331.0,177.0,accuratePasses,Pases,,,11972888
Laterales,22,24,positive,event,22.0,24.0,throwIns,Pases,,,11972888
Fase de tercio final,49/78 (63%),27/54 (50%),positive,team,49.0,27.0,finalThirdPhaseStatistic,Pases,78.0,54.0,11972888
Pases largos,39/74 (52%),31/70 (44%),positive,team,39.0,31.0,accurateLongBalls,Pases,74.0,70.0,11972888
Centros,6/14 (42%),3/9 (33%),positive,team,6.0,3.0,accurateCross,Pases,14.0,9.0,11972888
Duelos,36%,34%,positive,event,36.0,34.0,duelWonPercent,Duelos,,,11972888
Pérdidas de posesión,7,8,negative,event,7.0,8.0,dispossessed,Duelos,,,11972888
Duelos en el suelo,55/151 (36%),41/144 (28%),positive,team,55.0,41.0,groundDuelsPercentage,Duelos,151.0,144.0,11972888
Duelos aéreos,13/36 (36%),22/39 (56%),positive,team,13.0,22.0,aerialDuelsPercentage,Duelos,36.0,39.0,11972888
Regates,20/23 (87%),12/21 (57%),positive,team,20.0,12.0,dribblesPercentage,Duelos,23.0,21.0,11972888
Entradas totales,2,7,positive,event,2.0,7.0,totalTackle,Defensa,,,11972888
Intercepciones,12,25,positive,event,12.0,25.0,interceptionWon,Defensa,,,11972888
Despejes,12,16,positive,event,12.0,16.0,totalClearance,Defensa,,,11972888
Salvadas totales,1,7,positive,event,1.0,7.0,goalkeeperSaves,Arquero,,,11972888
Saques de arco,5,8,positive,event,5.0,8.0,goalKicks,Arquero,,,11972888
Posesión,48%,52%,positive,event,48.0,52.0,ballPossession,General,,,11972880
Goles esperados,1.40,0.93,positive,event,1.4,0.93,expectedGoals,General,,,11972880
Remates totales,4,13,positive,event,4.0,13.0,totalShotsOnGoal,General,,,11972880
Atajadas,3,0,positive,event,3.0,0.0,goalkeeperSaves,General,,,11972880
Córners,4,6,positive,event,4.0,6.0,cornerKicks,General,,,11972880
Faltas,15,11,negative,event,15.0,11.0,fouls,General,,,11972880
Pases,250,305,positive,event,250.0,305.0,passes,General,,,11972880
Entradas,9,3,positive,event,9.0,3.0,totalTackle,General,,,11972880
Tiros libre,1,0,positive,event,1.0,0.0,freeKicks,General,,,11972880
Tarjetas amarillas,1,6,negative,event,1.0,6.0,yellowCards,General,,,11972880
Tarjetas rojas,1,1,negative,event,1.0,1.0,redCards,General,,,11972880
Remates totales,4,13,positive,event,4.0,13.0,totalShotsOnGoal,Remates,,,11972880
Remates al arco,2,3,positive,event,2.0,3.0,shotsOnGoal,Remates,,,11972880
Palo,0,0,negative,event,0.0,0.0,hitWoodwork,Remates,,,11972880
Remates fuera,2,6,negative,event,2.0,6.0,shotsOffGoal,Remates,,,11972880
Remates bloqueados,0,4,negative,event,0.0,4.0,blockedScoringAttempt,Remates,,,11972880
Remates dentro del área,4,6,positive,event,4.0,6.0,totalShotsInsideBox,Remates,,,11972880
Remates fuera del área,0,7,positive,event,0.0,7.0,totalShotsOutsideBox,Remates,,,11972880
Pases en profundidad,0,2,positive,event,0.0,2.0,accurateThroughBall,Ataques,,,11972880
Toques en el área penal,9,16,positive,event,9.0,16.0,touchesInOppBox,Ataques,,,11972880
Fuera de juego,3,2,negative,event,3.0,2.0,offsides,Ataques,,,11972880
Pases precisos,155,230,positive,event,155.0,230.0,accuratePasses,Pases,,,11972880
Laterales,25,43,positive,event,25.0,43.0,throwIns,Pases,,,11972880
Fase de tercio final,24/52 (46%),31/51 (61%),positive,team,24.0,31.0,finalThirdPhaseStatistic,Pases,52.0,51.0,11972880
Pases largos,26/53 (49%),31/57 (54%),positive,team,26.0,31.0,accurateLongBalls,Pases,53.0,57.0,11972880
Centros,5/10 (50%),3/18 (16%),positive,team,5.0,3.0,accurateCross,Pases,10.0,18.0,11972880
Duelos,34%,39%,positive,event,34.0,39.0,duelWonPercent,Duelos,,,11972880
Pérdidas de posesión,9,6,negative,event,9.0,6.0,dispossessed,Duelos,,,11972880
Duelos en el suelo,49/173 (28%),65/160 (41%),positive,team,49.0,65.0,groundDuelsPercentage,Duelos,173.0,160.0,11972880
Duelos aéreos,26/42 (62%),16/45 (36%),positive,team,26.0,16.0,aerialDuelsPercentage,Duelos,42.0,45.0,11972880
Regates,13/22 (59%),35/50 (70%),positive,team,13.0,35.0,dribblesPercentage,Duelos,22.0,50.0,11972880
Entradas totales,9,3,positive,event,9.0,3.0,totalTackle,Defensa,,,11972880
Intercepciones,22,20,positive,event,22.0,20.0,interceptionWon,Defensa,,,11972880
Despejes,19,15,positive,event,19.0,15.0,totalClearance,Defensa,,,11972880
Errores seguidos por remate,4,1,negative,event,4.0,1.0,errorsLeadToShot,Defensa,,,11972880
Salvadas totales,3,0,positive,event,3.0,0.0,goalkeeperSaves,Arquero,,,11972880
Saques de arco,9,7,positive,event,9.0,7.0,goalKicks,Arquero,,,11972880
Posesión,56%,44%,positive,event,56.0,44.0,ballPossession,General,,,11972885
Goles esperados,0.96,0.32,positive,event,0.96,0.32,expectedGoals,General,,,11972885
Remates totales,12,5,positive,event,12.0,5.0,totalShotsOnGoal,General,,,11972885
Atajadas,2,3,positive,event,2.0,3.0,goalkeeperSaves,General,,,11972885
Córners,7,1,positive,event,7.0,1.0,cornerKicks,General,,,11972885
Faltas,10,13,negative,event,10.0,13.0,fouls,General,,,11972885
Pases,406,293,positive,event,406.0,293.0,passes,General,,,11972885
Entradas,5,4,positive,event,5.0,4.0,totalTackle,General,,,11972885
Tiros libre,3,2,positive,event,3.0,2.0,freeKicks,General,,,11972885
Tarjetas amarillas,2,1,negative,event,2.0,1.0,yellowCards,General,,,11972885
Tarjetas rojas,0,1,negative,event,0.0,1.0,redCards,General,,,11972885
Remates totales,12,5,positive,event,12.0,5.0,totalShotsOnGoal,Remates,,,11972885
Remates al arco,3,2,positive,event,3.0,2.0,shotsOnGoal,Remates,,,11972885
Palo,0,0,negative,event,0.0,0.0,hitWoodwork,Remates,,,11972885
Remates fuera,6,3,negative,event,6.0,3.0,shotsOffGoal,Remates,,,11972885
Remates bloqueados,3,0,negative,event,3.0,0.0,blockedScoringAttempt,Remates,,,11972885
Remates dentro del área,6,2,positive,event,6.0,2.0,totalShotsInsideBox,Remates,,,11972885
Remates fuera del área,6,3,positive,event,6.0,3.0,totalShotsOutsideBox,Remates,,,11972885
Pases en profundidad,3,1,positive,event,3.0,1.0,accurateThroughBall,Ataques,,,11972885
Toques en el área penal,12,5,positive,event,12.0,5.0,touchesInOppBox,Ataques,,,11972885
Fuera de juego,2,0,negative,event,2.0,0.0,offsides,Ataques,,,11972885
Pases precisos,307,203,positive,event,307.0,203.0,accuratePasses,Pases,,,11972885
Laterales,36,20,positive,event,36.0,20.0,throwIns,Pases,,,11972885
Fase de tercio final,41/63 (65%),24/45 (53%),positive,team,41.0,24.0,finalThirdPhaseStatistic,Pases,63.0,45.0,11972885
Pases largos,49/74 (66%),31/63 (49%),positive,team,49.0,31.0,accurateLongBalls,Pases,74.0,63.0,11972885
Centros,9/39 (23%),0/3 (0%),positive,team,9.0,0.0,accurateCross,Pases,39.0,3.0,11972885
Duelos,37%,33%,positive,event,37.0,33.0,duelWonPercent,Duelos,,,11972885
Pérdidas de posesión,5,3,negative,event,5.0,3.0,dispossessed,Duelos,,,11972885
Duelos en el suelo,28/94 (30%),30/110 (27%),positive,team,28.0,30.0,groundDuelsPercentage,Duelos,94.0,110.0,11972885
Duelos aéreos,32/64 (50%),29/65 (45%),positive,team,32.0,29.0,aerialDuelsPercentage,Duelos,64.0,65.0,11972885
Regates,11/15 (73%),6/9 (67%),positive,team,11.0,6.0,dribblesPercentage,Duelos,15.0,9.0,11972885
Entradas totales,5,4,positive,event,5.0,4.0,totalTackle,Defensa,,,11972885
Intercepciones,20,16,positive,event,20.0,16.0,interceptionWon,Defensa,,,11972885
Despejes,10,12,positive,event,10.0,12.0,totalClearance,Defensa,,,11972885
Errores seguidos por remate,1,4,negative,event,1.0,4.0,errorsLeadToShot,Defensa,,,11972885
Salvadas totales,2,3,positive,event,2.0,3.0,goalkeeperSaves,Arquero,,,11972885
Centros descolgados,1,2,positive,event,1.0,2.0,highClaims,Arquero,,,11972885
Saques de arco,3,10,positive,event,3.0,10.0,goalKicks,Arquero,,,11972885
Posesión,53%,47%,positive,event,53.0,47.0,ballPossession,General,,,11972877
Goles esperados,1.45,1.97,positive,event,1.45,1.97,expectedGoals,General,,,11972877
Remates totales,7,9,positive,event,7.0,9.0,totalShotsOnGoal,General,,,11972877
Atajadas,3,1,positive,event,3.0,1.0,goalkeeperSaves,General,,,11972877
Córners,4,1,positive,event,4.0,1.0,cornerKicks,General,,,11972877
Faltas,15,22,negative,event,15.0,22.0,fouls,General,,,11972877
Pases,304,264,positive,event,304.0,264.0,passes,General,,,11972877
Entradas,1,6,positive,event,1.0,6.0,totalTackle,General,,,11972877
Tiros libre,4,1,positive,event,4.0,1.0,freeKicks,General,,,11972877
Tarjetas amarillas,2,2,negative,event,2.0,2.0,yellowCards,General,,,11972877
Tarjetas rojas,0,0,negative,event,0.0,0.0,redCards,General,,,11972877
Remates totales,7,9,positive,event,7.0,9.0,totalShotsOnGoal,Remates,,,11972877
Remates al arco,1,3,positive,event,1.0,3.0,shotsOnGoal,Remates,,,11972877
Palo,0,1,negative,event,0.0,1.0,hitWoodwork,Remates,,,11972877
Remates fuera,4,3,negative,event,4.0,3.0,shotsOffGoal,Remates,,,11972877
Remates bloqueados,2,2,negative,event,2.0,2.0,blockedScoringAttempt,Remates,,,11972877
Remates dentro del área,4,5,positive,event,4.0,5.0,totalShotsInsideBox,Remates,,,11972877
Remates fuera del área,3,4,positive,event,3.0,4.0,totalShotsOutsideBox,Remates,,,11972877
Pases en profundidad,2,2,positive,event,2.0,2.0,accurateThroughBall,Ataques,,,11972877
Toques en el área penal,16,10,positive,event,16.0,10.0,touchesInOppBox,Ataques,,,11972877
Fuera de juego,1,3,negative,event,1.0,3.0,offsides,Ataques,,,11972877
Pases precisos,217,184,positive,event,217.0,184.0,accuratePasses,Pases,,,11972877
Laterales,31,23,positive,event,31.0,23.0,throwIns,Pases,,,11972877
Fase de tercio final,36/55 (65%),27/42 (64%),positive,team,36.0,27.0,finalThirdPhaseStatistic,Pases,55.0,42.0,11972877
Pases largos,31/52 (59%),37/62 (59%),positive,team,31.0,37.0,accurateLongBalls,Pases,52.0,62.0,11972877
Centros,4/17 (23%),2/12 (16%),positive,team,4.0,2.0,accurateCross,Pases,17.0,12.0,11972877
Duelos,39%,32%,positive,event,39.0,32.0,duelWonPercent,Duelos,,,11972877
Pérdidas de posesión,6,9,negative,event,6.0,9.0,dispossessed,Duelos,,,11972877
Duelos en el suelo,59/144 (41%),49/172 (28%),positive,team,59.0,49.0,groundDuelsPercentage,Duelos,144.0,172.0,11972877
Duelos aéreos,18/51 (35%),23/51 (45%),positive,team,18.0,23.0,aerialDuelsPercentage,Duelos,51.0,51.0,11972877
Regates,28/45 (62%),20/30 (67%),positive,team,28.0,20.0,dribblesPercentage,Duelos,45.0,30.0,11972877
Entradas totales,1,6,positive,event,1.0,6.0,totalTackle,Defensa,,,11972877
Intercepciones,22,22,positive,event,22.0,22.0,interceptionWon,Defensa,,,11972877
Despejes,14,27,positive,event,14.0,27.0,totalClearance,Defensa,,,11972877
Salvadas totales,3,1,positive,event,3.0,1.0,goalkeeperSaves,Arquero,,,11972877
Centros descolgados,1,1,positive,event,1.0,1.0,highClaims,Arquero,,,11972877
Saques de arco,1,9,positive,event,1.0,9.0,goalKicks,Arquero,,,11972877
Posesión,49%,51%,positive,event,49.0,51.0,ballPossession,General,,,11972876
Goles esperados,2.79,0.87,positive,event,2.79,0.87,expectedGoals,General,,,11972876
Remates totales,14,11,positive,event,14.0,11.0,totalShotsOnGoal,General,,,11972876
Atajadas,1,6,positive,event,1.0,6.0,goalkeeperSaves,General,,,11972876
Córners,3,2,positive,event,3.0,2.0,cornerKicks,General,,,11972876
Faltas,13,12,negative,event,13.0,12.0,fouls,General,,,11972876
Pases,241,230,positive,event,241.0,230.0,passes,General,,,11972876
Entradas,6,5,positive,event,6.0,5.0,totalTackle,General,,,11972876
Tiros libre,5,5,positive,event,5.0,5.0,freeKicks,General,,,11972876
Tarjetas amarillas,4,2,negative,event,4.0,2.0,yellowCards,General,,,11972876
Tarjetas rojas,0,0,negative,event,0.0,0.0,redCards,General,,,11972876
Remates totales,14,11,positive,event,14.0,11.0,totalShotsOnGoal,Remates,,,11972876
Remates al arco,7,1,positive,event,7.0,1.0,shotsOnGoal,Remates,,,11972876
Palo,1,0,negative,event,1.0,0.0,hitWoodwork,Remates,,,11972876
Remates fuera,3,6,negative,event,3.0,6.0,shotsOffGoal,Remates,,,11972876
Remates bloqueados,3,3,negative,event,3.0,3.0,blockedScoringAttempt,Remates,,,11972876
Remates dentro del área,10,5,positive,event,10.0,5.0,totalShotsInsideBox,Remates,,,11972876
Remates fuera del área,4,6,positive,event,4.0,6.0,totalShotsOutsideBox,Remates,,,11972876
Pases en profundidad,1,0,positive,event,1.0,0.0,accurateThroughBall,Ataques,,,11972876
Toques en el área penal,20,13,positive,event,20.0,13.0,touchesInOppBox,Ataques,,,11972876
Fuera de juego,3,1,negative,event,3.0,1.0,offsides,Ataques,,,11972876
Pases precisos,168,154,positive,event,168.0,154.0,accuratePasses,Pases,,,11972876
Laterales,24,31,positive,event,24.0,31.0,throwIns,Pases,,,11972876
Fase de tercio final,29/48 (60%),23/43 (53%),positive,team,29.0,23.0,finalThirdPhaseStatistic,Pases,48.0,43.0,11972876
Pases largos,33/56 (58%),25/52 (48%),positive,team,33.0,25.0,accurateLongBalls,Pases,56.0,52.0,11972876
Centros,7/16 (43%),3/8 (37%),positive,team,7.0,3.0,accurateCross,Pases,16.0,8.0,11972876
Duelos,36%,38%,positive,event,36.0,38.0,duelWonPercent,Duelos,,,11972876
Pérdidas de posesión,7,7,negative,event,7.0,7.0,dispossessed,Duelos,,,11972876
Duelos en el suelo,50/147 (34%),50/140 (36%),positive,team,50.0,50.0,groundDuelsPercentage,Duelos,147.0,140.0,11972876
Duelos aéreos,29/69 (42%),29/63 (46%),positive,team,29.0,29.0,aerialDuelsPercentage,Duelos,69.0,63.0,11972876
Regates,20/30 (67%),19/27 (70%),positive,team,20.0,19.0,dribblesPercentage,Duelos,30.0,27.0,11972876
Entradas totales,6,5,positive,event,6.0,5.0,totalTackle,Defensa,,,11972876
Intercepciones,12,8,positive,event,12.0,8.0,interceptionWon,Defensa,,,11972876
Despejes,8,19,positive,event,8.0,19.0,totalClearance,Defensa,,,11972876
Errores seguidos por remate,3,3,negative,event,3.0,3.0,errorsLeadToShot,Defensa,,,11972876
Salvadas totales,1,6,positive,event,1.0,6.0,goalkeeperSaves,Arquero,,,11972876
Saques de arco,12,8,positive,event,12.0,8.0,goalKicks,Arquero,,,11972876
Posesión,62%,38%,positive,event,62.0,38.0,ballPossession,General,,,11972884
Goles esperados,1.88,0.28,positive,event,1.88,0.28,expectedGoals,General,,,11972884
Remates totales,17,5,positive,event,17.0,5.0,totalShotsOnGoal,General,,,11972884
Atajadas,1,3,positive,event,1.0,3.0,goalkeeperSaves,General,,,11972884
Córners,3,3,positive,event,3.0,3.0,cornerKicks,General,,,11972884
Faltas,11,9,negative,event,11.0,9.0,fouls,General,,,11972884
Pases,443,313,positive,event,443.0,313.0,passes,General,,,11972884
Entradas,7,5,positive,event,7.0,5.0,totalTackle,General,,,11972884
Tiros libre,3,2,positive,event,3.0,2.0,freeKicks,General,,,11972884
Tarjetas amarillas,0,0,negative,event,0.0,0.0,yellowCards,General,,,11972884
Tarjetas rojas,0,0,negative,event,0.0,0.0,redCards,General,,,11972884
Remates totales,17,5,positive,event,17.0,5.0,totalShotsOnGoal,Remates,,,11972884
Remates al arco,4,1,positive,event,4.0,1.0,shotsOnGoal,Remates,,,11972884
Palo,1,0,negative,event,1.0,0.0,hitWoodwork,Remates,,,11972884
Remates fuera,9,4,negative,event,9.0,4.0,shotsOffGoal,Remates,,,11972884
Remates bloqueados,3,0,negative,event,3.0,0.0,blockedScoringAttempt,Remates,,,11972884
Remates dentro del área,10,3,positive,event,10.0,3.0,totalShotsInsideBox,Remates,,,11972884
Remates fuera del área,7,2,positive,event,7.0,2.0,totalShotsOutsideBox,Remates,,,11972884
Pases en profundidad,7,0,positive,event,7.0,0.0,accurateThroughBall,Ataques,,,11972884
Toques en el área penal,29,9,positive,event,29.0,9.0,touchesInOppBox,Ataques,,,11972884
Fuera de juego,2,1,negative,event,2.0,1.0,offsides,Ataques,,,11972884
Pases precisos,369,249,positive,event,369.0,249.0,accuratePasses,Pases,,,11972884
Laterales,22,19,positive,event,22.0,19.0,throwIns,Pases,,,11972884
Fase de tercio final,45/67 (67%),23/33 (70%),positive,team,45.0,23.0,finalThirdPhaseStatistic,Pases,67.0,33.0,11972884
Pases largos,29/53 (54%),26/43 (60%),positive,team,29.0,26.0,accurateLongBalls,Pases,53.0,43.0,11972884
Centros,6/20 (30%),4/10 (40%),positive,team,6.0,4.0,accurateCross,Pases,20.0,10.0,11972884
Duelos,36%,33%,positive,event,36.0,33.0,duelWonPercent,Duelos,,,11972884
Pérdidas de posesión,9,4,negative,event,9.0,4.0,dispossessed,Duelos,,,11972884
Duelos en el suelo,52/152 (34%),38/123 (31%),positive,team,52.0,38.0,groundDuelsPercentage,Duelos,152.0,123.0,11972884
Duelos aéreos,15/31 (48%),14/31 (45%),positive,team,15.0,14.0,aerialDuelsPercentage,Duelos,31.0,31.0,11972884
Regates,28/37 (76%),14/24 (58%),positive,team,28.0,14.0,dribblesPercentage,Duelos,37.0,24.0,11972884
Entradas totales,7,5,positive,event,7.0,5.0,totalTackle,Defensa,,,11972884
Intercepciones,22,13,positive,event,22.0,13.0,interceptionWon,Defensa,,,11972884
Despejes,15,20,positive,event,15.0,20.0,totalClearance,Defensa,,,11972884
Errores seguidos por remate,2,1,negative,event,2.0,1.0,errorsLeadToShot,Defensa,,,11972884
Salvadas totales,1,3,positive,event,1.0,3.0,goalkeeperSaves,Arquero,,,11972884
Saques de arco,2,19,positive,event,2.0,19.0,goalKicks,Arquero,,,11972884
Posesión,58%,42%,positive,event,58.0,42.0,ballPossession,General,,,11972879
Goles esperados,1.55,0.24,positive,event,1.55,0.24,expectedGoals,General,,,11972879
Remates totales,12,8,positive,event,12.0,8.0,totalShotsOnGoal,General,,,11972879
Atajadas,2,2,positive,event,2.0,2.0,goalkeeperSaves,General,,,11972879
Córners,7,5,positive,event,7.0,5.0,cornerKicks,General,,,11972879
Faltas,15,17,negative,event,15.0,17.0,fouls,General,,,11972879
Pases,297,227,positive,event,297.0,227.0,passes,General,,,11972879
Entradas,5,6,positive,event,5.0,6.0,totalTackle,General,,,11972879
Tiros libre,5,8,positive,event,5.0,8.0,freeKicks,General,,,11972879
Tarjetas amarillas,1,5,negative,event,1.0,5.0,yellowCards,General,,,11972879
Tarjetas rojas,0,1,negative,event,0.0,1.0,redCards,General,,,11972879
Remates totales,12,8,positive,event,12.0,8.0,totalShotsOnGoal,Remates,,,11972879
Remates al arco,5,2,positive,event,5.0,2.0,shotsOnGoal,Remates,,,11972879
Palo,0,0,negative,event,0.0,0.0,hitWoodwork,Remates,,,11972879
Remates fuera,5,2,negative,event,5.0,2.0,shotsOffGoal,Remates,,,11972879
Remates bloqueados,2,4,negative,event,2.0,4.0,blockedScoringAttempt,Remates,,,11972879
Remates dentro del área,7,3,positive,event,7.0,3.0,totalShotsInsideBox,Remates,,,11972879
Remates fuera del área,5,5,positive,event,5.0,5.0,totalShotsOutsideBox,Remates,,,11972879
Pases en profundidad,0,3,positive,event,0.0,3.0,accurateThroughBall,Ataques,,,11972879
Toques en el área penal,15,12,positive,event,15.0,12.0,touchesInOppBox,Ataques,,,11972879
Fuera de juego,1,1,negative,event,1.0,1.0,offsides,Ataques,,,11972879
Pases precisos,223,159,positive,event,223.0,159.0,accuratePasses,Pases,,,11972879
Laterales,23,24,positive,event,23.0,24.0,throwIns,Pases,,,11972879
Fase de tercio final,33/42 (79%),30/50 (60%),positive,team,33.0,30.0,finalThirdPhaseStatistic,Pases,42.0,50.0,11972879
Pases largos,34/55 (61%),29/60 (48%),positive,team,34.0,29.0,accurateLongBalls,Pases,55.0,60.0,11972879
Centros,10/19 (52%),3/10 (30%),positive,team,10.0,3.0,accurateCross,Pases,19.0,10.0,11972879
Duelos,38%,35%,positive,event,38.0,35.0,duelWonPercent,Duelos,,,11972879
Pérdidas de posesión,15,4,negative,event,15.0,4.0,dispossessed,Duelos,,,11972879
Duelos en el suelo,59/163 (36%),47/148 (32%),positive,team,59.0,47.0,groundDuelsPercentage,Duelos,163.0,148.0,11972879
Duelos aéreos,24/54 (44%),26/56 (46%),positive,team,24.0,26.0,aerialDuelsPercentage,Duelos,54.0,56.0,11972879
Regates,20/23 (87%),18/24 (75%),positive,team,20.0,18.0,dribblesPercentage,Duelos,23.0,24.0,11972879
Entradas totales,5,6,positive,event,5.0,6.0,totalTackle,Defensa,,,11972879
Intercepciones,27,9,positive,event,27.0,9.0,interceptionWon,Defensa,,,11972879
Despejes,20,23,positive,event,20.0,23.0,totalClearance,Defensa,,,11972879
Errores seguidos por remate,5,2,negative,event,5.0,2.0,errorsLeadToShot,Defensa,,,11972879
Salvadas totales,2,2,positive,event,2.0,2.0,goalkeeperSaves,Arquero,,,11972879
Saques de arco,8,8,positive,event,8.0,8.0,goalKicks,Arquero,,,11972879
Posesión,36%,64%,positive,event,36.0,64.0,ballPossession,General,,,11972886
Goles esperados,0.37,0.24,positive,event,0.37,0.24,expectedGoals,General,,,11972886
Remates totales,6,2,positive,event,6.0,2.0,totalShotsOnGoal,General,,,11972886
Atajadas,1,1,positive,event,1.0,1.0,goalkeeperSaves,General,,,11972886
Córners,1,4,positive,event,1.0,4.0,cornerKicks,General,,,11972886
Faltas,11,20,negative,event,11.0,20.0,fouls,General,,,11972886
Pases,210,358,positive,event,210.0,358.0,passes,General,,,11972886
Entradas,5,1,positive,event,5.0,1.0,totalTackle,General,,,11972886
Tiros libre,4,1,positive,event,4.0,1.0,freeKicks,General,,,11972886
Tarjetas amarillas,3,3,negative,event,3.0,3.0,yellowCards,General,,,11972886
Tarjetas rojas,0,0,negative,event,0.0,0.0,redCards,General,,,11972886
Remates totales,6,2,positive,event,6.0,2.0,totalShotsOnGoal,Remates,,,11972886
Remates al arco,2,1,positive,event,2.0,1.0,shotsOnGoal,Remates,,,11972886
Palo,0,0,negative,event,0.0,0.0,hitWoodwork,Remates,,,11972886
Remates fuera,1,1,negative,event,1.0,1.0,shotsOffGoal,Remates,,,11972886
Remates bloqueados,3,0,negative,event,3.0,0.0,blockedScoringAttempt,Remates,,,11972886
Remates dentro del área,3,1,positive,event,3.0,1.0,totalShotsInsideBox,Remates,,,11972886
Remates fuera del área,3,1,positive,event,3.0,1.0,totalShotsOutsideBox,Remates,,,11972886
Pases en profundidad,0,1,positive,event,0.0,1.0,accurateThroughBall,Ataques,,,11972886
Toques en el área penal,9,5,positive,event,9.0,5.0,touchesInOppBox,Ataques,,,11972886
Fuera de juego,4,3,negative,event,4.0,3.0,offsides,Ataques,,,11972886
Pases precisos,132,275,positive,event,132.0,275.0,accuratePasses,Pases,,,11972886
Laterales,19,25,positive,event,19.0,25.0,throwIns,Pases,,,11972886
Fase de tercio final,22/40 (55%),29/61 (48%),positive,team,22.0,29.0,finalThirdPhaseStatistic,Pases,40.0,61.0,11972886
Pases largos,22/44 (50%),36/70 (51%),positive,team,22.0,36.0,accurateLongBalls,Pases,44.0,70.0,11972886
Centros,3/11 (27%),2/10 (20%),positive,team,3.0,2.0,accurateCross,Pases,11.0,10.0,11972886
Duelos,43%,28%,positive,event,43.0,28.0,duelWonPercent,Duelos,,,11972886
Pérdidas de posesión,3,10,negative,event,3.0,10.0,dispossessed,Duelos,,,11972886
Duelos en el suelo,44/119 (37%),28/122 (23%),positive,team,44.0,28.0,groundDuelsPercentage,Duelos,119.0,122.0,11972886
Duelos aéreos,30/51 (59%),21/49 (43%),positive,team,30.0,21.0,aerialDuelsPercentage,Duelos,51.0,49.0,11972886
Regates,15/20 (75%),3/5 (60%),positive,team,15.0,3.0,dribblesPercentage,Duelos,20.0,5.0,11972886
Entradas totales,5,1,positive,event,5.0,1.0,totalTackle,Defensa,,,11972886
Intercepciones,17,13,positive,event,17.0,13.0,interceptionWon,Defensa,,,11972886
Despejes,13,8,positive,event,13.0,8.0,totalClearance,Defensa,,,11972886
Salvadas totales,1,1,positive,event,1.0,1.0,goalkeeperSaves,Arquero,,,11972886
Saques de arco,10,9,positive,event,10.0,9.0,goalKicks,Arquero,,,11972886
Posesión,49%,51%,positive,event,49.0,51.0,ballPossession,General,,,11972890
Goles esperados,1.00,0.45,positive,event,1.0,0.45,expectedGoals,General,,,11972890
Remates totales,15,6,positive,event,15.0,6.0,totalShotsOnGoal,General,,,11972890
Atajadas,1,1,positive,event,1.0,1.0,goalkeeperSaves,General,,,11972890
